iter	RMSE
614	19.58458037
615	19.58458004
616	19.58457977
617	19.58457956
618	19.58457938
619	19.56546072
620	19.56546052
621	19.56546035
622	19.56546022
623	19.56546011
624	19.56546002
625	19.56545994
626	19.56545989
627	19.56545984
628	19.5654598
629	19.56545977
630	19.56545974
631	19.55280753
632	19.55280705
633	19.55280666
634	19.55280635
635	19.55280609
636	19.55280588
637	19.55280571
638	19.55280558
639	19.55280547
640	19.55280538
641	19.5528053
642	19.55280525
643	19.5528052
644	19.55280516
645	19.55280513
646	19.5528051
647	19.55280508
648	19.55280506
649	19.55280505
650	19.55280504
651	19.55280503
652	19.55280502
653	19.55280502
654	19.55280501
655	19.55280501
656	19.55280501
657	19.552805
658	19.552805
659	19.552805
660	19.552805
661	19.552805
662	19.552805
663	19.552805
664	19.552805
665	19.55280499
666	19.55280499
667	19.55280499
668	19.55280499
669	19.55280499
670	19.55280499
671	19.55280499
672	19.55280499
673	19.55280499
674	19.54934107
675	19.54931209
676	19.54931201
677	19.54931195
678	19.5493119
679	19.54931186
680	19.54754958
681	19.53019683
682	19.52996089
683	19.52328104
684	19.52259179
685	19.52000298
686	19.49165848
687	19.45793676
688	19.45792524
689	19.45792466
690	19.42909021
691	19.4290897
692	19.42907959
693	19.42907926
694	19.42907899
695	19.42907877
696	19.42907859
697	19.42907845
698	19.42250446
699	19.41862899
700	19.39209055
701	19.39209017
702	19.38866635
703	19.38866578
704	19.35185895
705	19.3258877
706	19.32588286
707	19.32587894
708	19.32587576
709	19.32568349
710	19.32568123
711	19.3256794
712	19.32567791
713	19.32567671
714	19.32567573
715	19.32567494
716	19.3256743
717	19.32567378
718	19.32567335
719	19.32567301
720	19.32567273
721	19.32567251
722	19.32567232
723	19.32567218
724	19.30975829
725	19.30975795
726	19.30975766
727	19.30975744
728	19.30975725
729	19.3097571
730	19.30975698
731	19.30975688
732	19.3097568
733	19.30975673
734	19.3031862
735	19.30318592
736	19.30318569
737	19.30318551
738	19.30318535
739	19.30318523
740	19.30318513
741	19.30318505
742	19.30318499
743	19.30318494
744	19.30318179
745	19.2976249
746	19.28312792
747	19.28312717
748	19.28312656
749	19.28312607
750	19.27969503
751	19.26201404
752	19.26201062
753	19.24719712
754	19.22277157
755	19.20676315
756	19.20676214
757	19.20676132
758	19.20605863
759	19.17668382
760	19.15687308
761	19.15182178
762	19.15176063
763	19.13661435
764	19.13173061
765	19.13170116
766	19.13154286
767	19.13151376
768	19.1313842
769	19.11998843
770	19.11996988
771	19.11992835
772	19.11992744
773	19.11991646
774	19.11936016
775	19.1189357
776	19.10916475
777	19.10379365
778	19.10379295
779	19.10377952
780	19.06925639
781	19.06918706
782	19.06859757
783	19.06858007
784	19.06855268
785	19.06180151
786	19.06179806
787	19.05322635
788	19.05322573
789	19.05320834
790	19.05320793
791	19.0532076
792	19.05242509
793	19.0524249
794	19.05241139
795	19.05230197
796	19.0515429
797	19.04499342
798	19.04499333
799	19.02542734
800	19.02542716
801	19.02346755
802	19.02341048
803	19.01416561
804	19.00684225
805	19.0050335
806	19.00500271
807	19.00300936
808	18.99934739
809	18.98919973
810	18.96424402
811	18.9383057
812	18.9383041
813	18.93830345
814	18.9383022
815	18.92909598
816	18.92908209
817	18.91768042
818	18.91767535
819	18.91766952
820	18.91766708
821	18.91764814
822	18.91764588
823	18.88586609
824	18.87653162
825	18.87648015
826	18.87647723
827	18.87647484
828	18.87647287
829	18.87647217
830	18.87642536
831	18.87638349
832	18.87638195
833	18.87634793
834	18.87457434
835	18.86935109
836	18.86653177
837	18.84473981
838	18.84473616
839	18.84014726
840	18.83989715
841	18.83989636
842	18.83989472
843	18.83988832
844	18.83986169
845	18.83986049
846	18.83023632
847	18.83023274
848	18.83022984
849	18.83020509
850	18.83018502
851	18.83018027
852	18.83017874
853	18.83017486
854	18.82235687
855	18.80730803
856	18.79819043
857	18.79800048
858	18.79799489
859	18.7828846
860	18.7764888
861	18.77644309
862	18.77640602
863	18.77637595
864	18.77629188
865	18.73577892
866	18.73153102
867	18.72360347
868	18.72360346
869	18.72360152
870	18.71579639
871	18.71579421
872	18.71579022
873	18.71579006
874	18.7023919
875	18.70138553
876	18.67505872
877	18.67505673
878	18.67505516
879	18.6750539
880	18.67505299
881	18.67505215
882	18.67505138
883	18.67505075
884	18.66867423
885	18.66867302
886	18.66860154
887	18.65354917
888	18.65354785
889	18.65354522
890	18.64399373
891	18.64399284
892	18.64399216
893	18.64399157
894	18.6439911
895	18.64397572
896	18.6352381
897	18.63521991
898	18.63521988
899	18.63439761
900	18.63439742
901	18.63439739
902	18.63433088
903	18.63433086
904	18.63433084
905	18.63433082
906	18.6227164
907	18.62271633
908	18.62271627
909	18.60613545
910	18.606125
911	18.6052462
912	18.59673779
913	18.59673678
914	18.59673595
915	18.59673035
916	18.59672574
917	18.59672392
918	18.59672243
919	18.59672179
920	18.59671686
921	18.59671561
922	18.57960154
923	18.57349934
924	18.57349863
925	18.57349805
926	18.57349758
927	18.57349675
928	18.56741706
929	18.56741616
930	18.56741557
931	18.56741512
932	18.56192917
933	18.56192891
934	18.55958559
935	18.5595853
936	18.54158043
937	18.53225369
938	18.53224773
939	18.50310471
940	18.50310409
941	18.50310358
942	18.49804053
943	18.49395703
944	18.48276195
945	18.48276119
946	18.48276058
947	18.48276007
948	18.48275966
949	18.47249441
950	18.46569125
951	18.45390351
952	18.45389576
953	18.45388917
954	18.45388068
955	18.4538763
956	18.45387274
957	18.45386984
958	18.45385468
959	18.45385224
960	18.44221895
961	18.43948099
962	18.4394768
963	18.4394734
964	18.43947293
965	18.43947255
966	18.43945115
967	18.42189998
968	18.42189943
969	18.42044897
970	18.42043195
971	18.41559252
972	18.41557891
973	18.40388564
974	18.40387301
975	18.4038683
976	18.40381931
977	18.40369785
978	18.39872988
979	18.39003701
980	18.3900248
981	18.39001491
982	18.39000688
983	18.38999985
984	18.38999293
985	18.38993418
986	18.38947986
987	18.38947382
988	18.36368188
989	18.35186294
990	18.35185941
991	18.33188557
992	18.33188449
993	18.3318796
994	18.33187561
995	18.33187492
996	18.32406001
997	18.32405959
998	18.32405924
999	18.32405665
