iter	Passed	Remaining
915	86306	7914
916	86452	7825
917	86551	7731
918	86651	7637
919	86760	7544
920	86873	7451
921	86982	7358
922	87088	7265
923	87188	7171
924	87325	7080
925	87430	6986
926	87551	6894
927	87661	6801
928	87758	6707
929	87859	6613
930	87956	6518
931	88061	6425
932	88159	6330
933	88273	6237
934	88419	6146
935	88534	6053
936	88679	5962
937	88816	5870
938	88931	5777
939	89068	5685
940	89181	5591
941	89295	5498
942	89411	5404
943	89519	5310
944	89620	5215
945	89722	5121
946	89850	5028
947	89952	4934
948	90071	4840
949	90189	4746
950	90287	4652
951	90395	4557
952	90496	4463
953	90596	4368
954	90733	4275
955	90852	4181
956	90957	4086
957	91058	3992
958	91159	3897
959	91267	3802
960	91397	3709
961	91502	3614
962	91597	3519
963	91697	3424
964	91798	3329
965	91896	3234
966	92008	3139
967	92104	3044
968	92206	2949
969	92310	2854
970	92413	2760
971	92516	2665
972	92631	2570
973	92736	2475
974	92837	2380
975	92935	2285
976	93029	2190
977	93126	2094
978	93220	1999
979	93325	1904
980	93422	1809
981	93521	1714
982	93620	1619
983	93721	1523
984	93828	1428
985	93935	1333
986	94042	1238
987	94145	1143
988	94263	1048
989	94369	953
990	94476	858
991	94575	762
992	94677	667
993	94783	572
994	94885	476
995	94994	381
996	95093	286
997	95190	190
998	95353	95
999	95459	0
